Front	Back	Tags
기술(규격) 적합자 및 우선협상대상자 이해에서 조심할 선택지는?<br><br>협상에 의한 계약에서 낙찰자 선정을 위한 기술 분야와 가격 분야의 기준 평가 가중치와 조정 범위로 옳은 것은?	① 기술 70 : 가격 30을 기준으로 유형별 최대 20점 범위 내에서 가감 조정 — 70:30 기준과 최대 20점 조정 범위를 정확히 서술해 정답이다.<br>② 기술 80 : 가격 20을 기준으로 유형별 최대 10점 범위 내에서 가감 조정 — 80:20은 기준 가중치가 아니며 조정 범위도 다르다.<br>③ 기술 50 : 가격 50을 기준으로 유형별 최대 20점 범위 내에서 가감 조정 — 50:50은 기준 가중치가 아니다.<br>④ 기술 70 : 가격 30으로 고정되며 조정할 수 없다. — 유형별로 최대 20점 범위에서 가감 조정할 수 있으므로 고정이 아니다.<br><br><b>난이도</b>: 함정	subject_2 S2.M3.SB3.D1 numeric trap
[핵심개념] 일반·제한·지명 경쟁입찰 절차	<b>출제 포인트</b>: ‘①평가위원 선정(평가 전일) → ②평가위원 출석 확인 → ③위원장 선출 → ④평가회의 개최 → ⑤평가개요 소개 → ⑥수요기관의 사업설명 → ⑦평가위원 사전 검토 → ⑧공급업체 제안 발표 → ⑨제안서 평가 → ⑩평가보고서(결과표), 서명 → ⑪가격제안서 평가(개찰) → ⑫우선협상대상자 선정’ 등 12개 절차로 구성되어 있다.<br><br><b>문제 연결</b>: 기술(제안서) 평가를 마치고 서명한 뒤 ⑪가격제안서 평가(개찰)를 거쳐 ⑫우선협상대상자를 선정한다. 기술평가와 가격평가의 순서가 핵심이다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-제안서-평가-및-협상-12개-절차	subject_2 S2.M3.SB1.D1 box-blank concept
[박스 빈칸] 다음은 협상에 의한 계약의 제안서 평가·협상 절차 일부이다. ( ㄱ )에 들어갈 단계로 옳은 것은?<br><br><div style='border-left:3px solid #6f8f73;padding-left:10px'>⑧ 공급업체 제안 발표<br>⑨ 제안서 평가(정량: 수요기관, 정성: 평가위원)<br>⑩ 평가보고서(결과표), 서명<br>⑪ ( ㄱ )<br>⑫ 우선협상대상자 선정</div><br><br>① 가격제안서 평가(개찰)<br>② 평가위원 선정<br>③ 수요기관의 사업설명<br>④ 계약 체결 및 착수보고	<b>정답</b>: ① 가격제안서 평가(개찰)<br><br>기술(제안서) 평가를 마치고 서명한 뒤 ⑪가격제안서 평가(개찰)를 거쳐 ⑫우선협상대상자를 선정한다. 기술평가와 가격평가의 순서가 핵심이다.<br><br><b>근거</b>: ‘①평가위원 선정(평가 전일) → ②평가위원 출석 확인 → ③위원장 선출 → ④평가회의 개최 → ⑤평가개요 소개 → ⑥수요기관의 사업설명 → ⑦평가위원 사전 검토 → ⑧공급업체 제안 발표 → ⑨제안서 평가 → ⑩평가보고서(결과표), 서명 → ⑪가격제안서 평가(개찰) → ⑫우선협상대상자 선정’ 등 12개 절차로 구성되어 있다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-제안서-평가-및-협상-12개-절차	subject_2 S2.M3.SB1.D1 box-blank source
일반·제한·지명 경쟁입찰 절차에서 조심할 선택지는?<br><br>다음은 협상에 의한 계약의 제안서 평가·협상 절차 일부이다. ( ㄱ )에 들어갈 단계로 옳은 것은?	① 가격제안서 평가(개찰) — ⑩ 평가보고서 서명 다음, ⑫ 우선협상대상자 선정 직전 단계는 가격제안서 평가(개찰)이므로 정답이다.<br>② 평가위원 선정 — 평가위원 선정은 ① 단계로 평가 전일에 이루어진다.<br>③ 수요기관의 사업설명 — 수요기관의 사업설명은 ⑥ 단계에 해당한다.<br>④ 계약 체결 및 착수보고 — 계약 체결은 우선협상대상자 선정과 협상 이후의 절차다.<br><br><b>난이도</b>: 중요	subject_2 S2.M3.SB1.D1 box-blank trap
[핵심개념] 적격심사 절차 및 낙찰자 결정	<b>출제 포인트</b>: 과도한 최저가 경쟁이 발생하지 않도록 사전 일정 수준 이상의 가격으로 투찰하도록 하한선을 설정하고, 해당 가격 이상으로 투찰한 경우에 기술적, 품질적 요구 수준을 평가한 점수와 이를 가격평가 점수를 합산해 평가하는 방법도 존재한다. 국내에서는 이 방법을 적격심사낙찰제 또는 계약 이행능력심사제라고 한다.<br><br><b>문제 연결</b>: 적격심사낙찰제(계약 이행능력심사제)는 투찰 하한선을 두고 기술·품질 평가와 가격평가를 합산하는 방식이다. 2단계경쟁(규격가격분리)입찰이나 희망수량경쟁입찰과 구분해야 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제2절-평가-적격심사낙찰제	subject_2 S2.M3.SB4.D1 concept-diff concept
[개념 구별] 적격심사낙찰제에 대한 설명으로 옳은 것은?<br><br>① 과도한 최저가 경쟁을 막기 위해 투찰가격 하한선을 설정하고, 하한선 이상 투찰한 자를 대상으로 기술·품질 평가점수와 가격평가 점수를 합산해 평가하는 방법으로 계약 이행능력심사제라고도 한다.<br>② 가격을 전혀 고려하지 않고 기술 점수만으로 낙찰자를 결정하는 방법이다.<br>③ 규격과 가격을 분리해 2단계로 진행하는 입찰을 가리키는 용어다.<br>④ 희망하는 수량을 제시해 낙찰자를 결정하는 방법이다.	<b>정답</b>: ① 과도한 최저가 경쟁을 막기 위해 투찰가격 하한선을 설정하고, 하한선 이상 투찰한 자를 대상으로 기술·품질 평가점수와 가격평가 점수를 합산해 평가하는 방법으로 계약 이행능력심사제라고도 한다.<br><br>적격심사낙찰제(계약 이행능력심사제)는 투찰 하한선을 두고 기술·품질 평가와 가격평가를 합산하는 방식이다. 2단계경쟁(규격가격분리)입찰이나 희망수량경쟁입찰과 구분해야 한다.<br><br><b>근거</b>: 과도한 최저가 경쟁이 발생하지 않도록 사전 일정 수준 이상의 가격으로 투찰하도록 하한선을 설정하고, 해당 가격 이상으로 투찰한 경우에 기술적, 품질적 요구 수준을 평가한 점수와 이를 가격평가 점수를 합산해 평가하는 방법도 존재한다. 국내에서는 이 방법을 적격심사낙찰제 또는 계약 이행능력심사제라고 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제2절-평가-적격심사낙찰제	subject_2 S2.M3.SB4.D1 concept-diff source
적격심사 절차 및 낙찰자 결정에서 조심할 선택지는?<br><br>적격심사낙찰제에 대한 설명으로 옳은 것은?	① 과도한 최저가 경쟁을 막기 위해 투찰가격 하한선을 설정하고, 하한선 이상 투찰한 자를 대상으로 기술·품질 평가점수와 가격평가 점수를 합산해 평가하는 방법으로 계약 이행능력심사제라고도 한다. — 하한선 설정과 기술·품질·가격 합산 평가라는 특징을 정확히 서술해 정답이다.<br>② 가격을 전혀 고려하지 않고 기술 점수만으로 낙찰자를 결정하는 방법이다. — 적격심사낙찰제는 가격평가 점수를 합산하므로 가격을 고려한다.<br>③ 규격과 가격을 분리해 2단계로 진행하는 입찰을 가리키는 용어다. — 규격과 가격을 분리해 진행하는 것은 2단계경쟁(규격가격분리)입찰이다.<br>④ 희망하는 수량을 제시해 낙찰자를 결정하는 방법이다. — 희망 수량을 제시해 낙찰자를 결정하는 것은 희망수량경쟁입찰이다.<br><br><b>난이도</b>: 함정	subject_2 S2.M3.SB4.D1 concept-diff trap
[핵심개념] 무효입찰 사유	<b>출제 포인트</b>: 지정정보처리장치를 이용한 전자입찰 방식으로 진행되므로 입찰공고와 관련 전자입찰특별유의서의 내용을 확인하여 무효입찰이 되지 않도록 해야함. 계약집행기준의 입찰유의서에 정한 입찰무효 해당 여부 확인을 위하여 등록정보 확인을 위한 서류 제출을 요청받은 경우, 낙찰대상자는 관계서류를 제출하여야 합니다.<br><br><b>문제 연결</b>: 등록정보(상호·대표자명 등) 미변경은 대표적인 입찰무효 사유로, 사전에 점검해야 한다. 개찰 이후에 정리하면 된다는 서술은 옳지 않다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-입찰참가자-유의사항-무효입찰	subject_2 S2.M2.SB5.D2 negative concept
[부정형] 무효입찰을 피하기 위한 입찰 준비에 대한 설명으로 옳지 않은 것은?<br><br>① 지정정보처리장치를 이용한 전자입찰 방식이므로 입찰공고와 전자입찰특별유의서의 내용을 확인해야 한다.<br>② 입찰유의서, 물품구매계약일반조건·특수조건, 구매시방서 등 입찰공고에 첨부된 규정과 문서를 확인해야 한다.<br>③ 낙찰대상자는 등록정보 확인을 위한 서류 제출을 요청받은 경우 관계서류를 제출해야 한다.<br>④ 입찰참가자격 등록정보는 개찰 이후에 변경해도 무효입찰 사유가 되지 않는다.	<b>정답</b>: ④ 입찰참가자격 등록정보는 개찰 이후에 변경해도 무효입찰 사유가 되지 않는다.<br><br>등록정보(상호·대표자명 등) 미변경은 대표적인 입찰무효 사유로, 사전에 점검해야 한다. 개찰 이후에 정리하면 된다는 서술은 옳지 않다.<br><br><b>근거</b>: 지정정보처리장치를 이용한 전자입찰 방식으로 진행되므로 입찰공고와 관련 전자입찰특별유의서의 내용을 확인하여 무효입찰이 되지 않도록 해야함. 계약집행기준의 입찰유의서에 정한 입찰무효 해당 여부 확인을 위하여 등록정보 확인을 위한 서류 제출을 요청받은 경우, 낙찰대상자는 관계서류를 제출하여야 합니다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-입찰참가자-유의사항-무효입찰	subject_2 S2.M2.SB5.D2 negative source
무효입찰 사유에서 조심할 선택지는?<br><br>무효입찰을 피하기 위한 입찰 준비에 대한 설명으로 옳지 않은 것은?	① 지정정보처리장치를 이용한 전자입찰 방식이므로 입찰공고와 전자입찰특별유의서의 내용을 확인해야 한다. — 전자입찰특별유의서 확인은 무효입찰 방지를 위한 필수 절차다.<br>② 입찰유의서, 물품구매계약일반조건·특수조건, 구매시방서 등 입찰공고에 첨부된 규정과 문서를 확인해야 한다. — 입찰공고 첨부 규정·문서의 확인은 입찰참가자 유의사항에 해당한다.<br>③ 낙찰대상자는 등록정보 확인을 위한 서류 제출을 요청받은 경우 관계서류를 제출해야 한다. — 낙찰대상자의 관계서류 제출 의무는 계약집행기준에 규정되어 있다.<br>④ 입찰참가자격 등록정보는 개찰 이후에 변경해도 무효입찰 사유가 되지 않는다. — 등록정보 미변경은 입찰무효 사유이므로 사전에 점검해야 하며 개찰 이후 변경으로 해소되지 않는다.<br><br><b>난이도</b>: 함정	subject_2 S2.M2.SB5.D2 negative trap
[핵심개념] 공공조달 수요자	<b>출제 포인트</b>: 공공조달의 수요자는 공공서비스 제공에 필요한 조달수요를 발생시키고 요구사항 제시, 검수, 활용 등 조달 과정에 참여한다.<br><br><b>문제 연결</b>: 수요자는 공공조달에서 필요한 대상과 요구사항을 제시하는 주체다. 공급자, 감독기관, 시스템 운영자와 역할을 구분해야 한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#공공조달-참여자-수요자	subject_1 S1.M1.SB2.D1 positive concept
[기본형] 공공조달에서 수요자에 대한 설명으로 옳은 것은?<br><br>① 공공서비스 수행에 필요한 물품·용역·공사를 요구하고 조달수요를 제기하는 공공기관 또는 이용 주체이다.<br>② 입찰에 참가하여 계약상대자가 되는 민간 공급업체만을 의미한다.<br>③ 계약 위반 여부만 감사하는 외부 통제기관만을 의미한다.<br>④ 목록번호를 부여하는 정보시스템 운영자만을 의미한다.	<b>정답</b>: ① 공공서비스 수행에 필요한 물품·용역·공사를 요구하고 조달수요를 제기하는 공공기관 또는 이용 주체이다.<br><br>수요자는 공공조달에서 필요한 대상과 요구사항을 제시하는 주체다. 공급자, 감독기관, 시스템 운영자와 역할을 구분해야 한다.<br><br><b>근거</b>: 공공조달의 수요자는 공공서비스 제공에 필요한 조달수요를 발생시키고 요구사항 제시, 검수, 활용 등 조달 과정에 참여한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#공공조달-참여자-수요자	subject_1 S1.M1.SB2.D1 positive source
공공조달 수요자에서 조심할 선택지는?<br><br>공공조달에서 수요자에 대한 설명으로 옳은 것은?	① 공공서비스 수행에 필요한 물품·용역·공사를 요구하고 조달수요를 제기하는 공공기관 또는 이용 주체이다. — 공공서비스 수행을 위한 조달수요 제기라는 수요자의 역할을 정확히 설명한다.<br>② 입찰에 참가하여 계약상대자가 되는 민간 공급업체만을 의미한다. — 계약상대자가 되는 민간 업체는 공급자에 가깝다.<br>③ 계약 위반 여부만 감사하는 외부 통제기관만을 의미한다. — 감사·통제기관은 수요자 자체가 아니다.<br>④ 목록번호를 부여하는 정보시스템 운영자만을 의미한다. — 목록정보 운영은 전자조달 지원 기능이지 수요자의 정의가 아니다.<br><br><b>난이도</b>: 기초	subject_1 S1.M1.SB2.D1 positive trap
[핵심개념] 공공조달 공급자	<b>출제 포인트</b>: 공급자는 공공조달 시장에서 수요기관의 요구에 따라 물품·용역·공사를 공급하며, 입찰참가자격과 계약 이행 의무를 부담한다.<br><br><b>문제 연결</b>: 공급자는 계약상대자로서 공급과 이행 책임을 지는 주체다. 예산 편성과 지출 권한은 수요기관과 재정 절차의 영역이다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#공공조달-참여자-공급자	subject_1 S1.M1.SB2.D2 negative concept
[부정형] 공공조달 공급자에 대한 설명으로 옳지 않은 것은?<br><br>① 입찰·견적·제안 등을 통해 공공수요를 충족할 물품·용역·공사를 제공한다.<br>② 계약 이행 과정에서 납품, 과업수행, 하자보수 등 의무를 부담할 수 있다.<br>③ 조달시장 참여를 위해 등록, 자격, 실적 등 요건을 갖추어야 할 수 있다.<br>④ 공공조달 예산을 편성하고 지출 권한을 항상 독점하는 주체이다.	<b>정답</b>: ④ 공공조달 예산을 편성하고 지출 권한을 항상 독점하는 주체이다.<br><br>공급자는 계약상대자로서 공급과 이행 책임을 지는 주체다. 예산 편성과 지출 권한은 수요기관과 재정 절차의 영역이다.<br><br><b>근거</b>: 공급자는 공공조달 시장에서 수요기관의 요구에 따라 물품·용역·공사를 공급하며, 입찰참가자격과 계약 이행 의무를 부담한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#공공조달-참여자-공급자	subject_1 S1.M1.SB2.D2 negative source
공공조달 공급자에서 조심할 선택지는?<br><br>공공조달 공급자에 대한 설명으로 옳지 않은 것은?	① 입찰·견적·제안 등을 통해 공공수요를 충족할 물품·용역·공사를 제공한다. — 입찰·견적·제안을 통한 공급은 공급자의 역할이다.<br>② 계약 이행 과정에서 납품, 과업수행, 하자보수 등 의무를 부담할 수 있다. — 계약 이행상 의무 부담은 공급자의 핵심 책임이다.<br>③ 조달시장 참여를 위해 등록, 자격, 실적 등 요건을 갖추어야 할 수 있다. — 등록·자격 요건은 조달시장 참여 조건이 될 수 있다.<br>④ 공공조달 예산을 편성하고 지출 권한을 항상 독점하는 주체이다. — 예산 편성과 지출 권한 독점은 공급자의 역할이 아니므로 정답이다.<br><br><b>난이도</b>: 기초	subject_1 S1.M1.SB2.D2 negative trap
[핵심개념] 분산형 공공조달	<b>출제 포인트</b>: 분산형 조달은 각 기관이 자체적으로 조달을 수행하는 방식으로 기관별 특수성과 신속한 대응에는 장점이 있으나 전문성·통일성 확보가 과제가 될 수 있다.<br><br><b>문제 연결</b>: 분산형 조달은 기관별 자율성과 현장 대응성이 장점이다. 중앙집중형은 규모의 경제와 표준화에 유리하다는 점과 구분한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#공공조달-유형-분산형	subject_1 S1.M2.SB2.D2 concept-diff concept
[개념 구별] 중앙집중형 조달과 비교한 분산형 공공조달의 특징으로 옳은 것은?<br><br>① 개별 수요기관이 자체 수요와 현장 여건에 맞추어 조달을 수행할 수 있어 대응성이 높다.<br>② 모든 구매를 중앙조달기관 한 곳만 수행하므로 수요기관의 재량이 없다.<br>③ 규모의 경제와 표준화가 항상 극대화되어 기관별 전문성이 필요 없다.<br>④ 전자조달시스템을 사용할 수 없는 조달 방식만을 의미한다.	<b>정답</b>: ① 개별 수요기관이 자체 수요와 현장 여건에 맞추어 조달을 수행할 수 있어 대응성이 높다.<br><br>분산형 조달은 기관별 자율성과 현장 대응성이 장점이다. 중앙집중형은 규모의 경제와 표준화에 유리하다는 점과 구분한다.<br><br><b>근거</b>: 분산형 조달은 각 기관이 자체적으로 조달을 수행하는 방식으로 기관별 특수성과 신속한 대응에는 장점이 있으나 전문성·통일성 확보가 과제가 될 수 있다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#공공조달-유형-분산형	subject_1 S1.M2.SB2.D2 concept-diff source
분산형 공공조달에서 조심할 선택지는?<br><br>중앙집중형 조달과 비교한 분산형 공공조달의 특징으로 옳은 것은?	① 개별 수요기관이 자체 수요와 현장 여건에 맞추어 조달을 수행할 수 있어 대응성이 높다. — 기관별 자율성과 대응성을 정확히 설명한다.<br>② 모든 구매를 중앙조달기관 한 곳만 수행하므로 수요기관의 재량이 없다. — 중앙조달기관 중심 수행은 중앙집중형에 가깝다.<br>③ 규모의 경제와 표준화가 항상 극대화되어 기관별 전문성이 필요 없다. — 규모의 경제와 표준화는 중앙집중형 장점으로 보는 것이 일반적이다.<br>④ 전자조달시스템을 사용할 수 없는 조달 방식만을 의미한다. — 분산형도 전자조달시스템을 활용할 수 있다.<br><br><b>난이도</b>: 중요	subject_1 S1.M2.SB2.D2 concept-diff trap
[핵심개념] 제한경쟁	<b>출제 포인트</b>: 제한경쟁은 계약의 목적·성질·규모 등을 고려해 필요한 자격 요건을 둔 경쟁입찰 방식이며 제한 사유는 공정성과 경쟁성을 해치지 않도록 합리적이어야 한다.<br><br><b>문제 연결</b>: 제한경쟁은 일정 자격 요건을 둔 경쟁입찰이다. 특정 업체 한 곳만 임의로 지정하는 설명과 구분해야 한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#경쟁적-공공조달-제한경쟁	subject_1 S1.M2.SB3.D2 negative concept
[부정형] 제한경쟁입찰에 대한 설명으로 옳지 않은 것은?<br><br>① 계약 목적과 성질에 따라 실적, 기술, 지역 등 일정 요건을 갖춘 자로 참가 범위를 제한할 수 있다.<br>② 무분별한 제한은 공정성과 경쟁성을 해칠 수 있으므로 합리적 사유가 필요하다.<br>③ 일반경쟁보다 참가자 범위가 좁아질 수 있지만 경쟁 절차 자체는 유지된다.<br>④ 계약담당자는 아무 사유 없이 특정 업체 한 곳만 지정하여 항상 계약할 수 있다.	<b>정답</b>: ④ 계약담당자는 아무 사유 없이 특정 업체 한 곳만 지정하여 항상 계약할 수 있다.<br><br>제한경쟁은 일정 자격 요건을 둔 경쟁입찰이다. 특정 업체 한 곳만 임의로 지정하는 설명과 구분해야 한다.<br><br><b>근거</b>: 제한경쟁은 계약의 목적·성질·규모 등을 고려해 필요한 자격 요건을 둔 경쟁입찰 방식이며 제한 사유는 공정성과 경쟁성을 해치지 않도록 합리적이어야 한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#경쟁적-공공조달-제한경쟁	subject_1 S1.M2.SB3.D2 negative source
제한경쟁에서 조심할 선택지는?<br><br>제한경쟁입찰에 대한 설명으로 옳지 않은 것은?	① 계약 목적과 성질에 따라 실적, 기술, 지역 등 일정 요건을 갖춘 자로 참가 범위를 제한할 수 있다. — 실적·기술·지역 등 요건 제한은 제한경쟁의 전형적 설명이다.<br>② 무분별한 제한은 공정성과 경쟁성을 해칠 수 있으므로 합리적 사유가 필요하다. — 합리적 사유 없는 제한은 경쟁성을 해칠 수 있다.<br>③ 일반경쟁보다 참가자 범위가 좁아질 수 있지만 경쟁 절차 자체는 유지된다. — 제한경쟁도 경쟁입찰의 일종이다.<br>④ 계약담당자는 아무 사유 없이 특정 업체 한 곳만 지정하여 항상 계약할 수 있다. — 임의로 한 업체만 지정하는 것은 제한경쟁 설명이 아니므로 정답이다.<br><br><b>난이도</b>: 함정	subject_1 S1.M2.SB3.D2 negative trap
[핵심개념] 전자조달시스템 기능	<b>출제 포인트</b>: 전자조달시스템은 공고, 입찰참가, 입찰서 제출, 개찰, 계약, 검사, 대금지급 등 조달 업무의 전자적 처리를 지원한다.<br><br><b>문제 연결</b>: 전자조달시스템은 조달 절차의 전자적 처리를 지원하지만 예산 편성권 자체를 민간 공급자에게 넘기는 기능은 아니다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#전자조달시스템-기능	subject_1 S1.M3.SB1.D5 box-multi concept
[박스 다중선택] 전자조달시스템의 기능으로 적절한 것을 모두 고른 것은?<br><br>ㄱ. 입찰공고와 입찰참가 신청의 전자적 처리<br>ㄴ. 전자입찰서 제출과 개찰 지원<br>ㄷ. 계약·검사·대금지급 등 계약 이행 과정의 정보 처리<br>ㄹ. 공공기관의 예산 편성권을 민간 공급자에게 이전<br><br>① ㄱ, ㄴ<br>② ㄱ, ㄴ, ㄷ<br>③ ㄴ, ㄷ, ㄹ<br>④ ㄱ, ㄴ, ㄷ, ㄹ	<b>정답</b>: ② ㄱ, ㄴ, ㄷ<br><br>전자조달시스템은 조달 절차의 전자적 처리를 지원하지만 예산 편성권 자체를 민간 공급자에게 넘기는 기능은 아니다.<br><br><b>근거</b>: 전자조달시스템은 공고, 입찰참가, 입찰서 제출, 개찰, 계약, 검사, 대금지급 등 조달 업무의 전자적 처리를 지원한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#전자조달시스템-기능	subject_1 S1.M3.SB1.D5 box-multi source
전자조달시스템 기능에서 조심할 선택지는?<br><br>전자조달시스템의 기능으로 적절한 것을 모두 고른 것은?	① ㄱ, ㄴ — 계약 이행 과정 지원 기능인 ㄷ이 빠져 불완전하다.<br>② ㄱ, ㄴ, ㄷ — ㄱ, ㄴ, ㄷ은 모두 전자조달시스템 기능에 해당한다.<br>③ ㄴ, ㄷ, ㄹ — ㄹ은 전자조달시스템 기능이 아니므로 포함하면 틀린다.<br>④ ㄱ, ㄴ, ㄷ, ㄹ — ㄹ까지 포함해 과도하게 확장한 선택지다.<br><br><b>난이도</b>: 기초	subject_1 S1.M3.SB1.D5 box-multi trap
[핵심개념] 공공조달의 환경적 지속가능성 개요	<b>출제 포인트</b>: 녹색조달은 공공부문의 구매력을 활용해 환경적 지속가능성을 높이고 친환경 제품·서비스의 수요를 촉진하는 전략적 조달 수단이다.<br><br><b>문제 연결</b>: 녹색조달은 가격뿐 아니라 환경성과 지속가능성을 고려하는 조달이다. 경쟁 절차 생략이나 중소기업 배제와는 무관하다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#전략적-공공조달-녹색조달	subject_1 S1.M4.SB2.D1 positive concept
[기본형] 녹색조달의 취지로 옳은 것은?<br><br>① 공공구매 과정에서 환경성, 자원절약, 온실가스 감축 등 지속가능성을 고려하도록 하는 것이다.<br>② 항상 가장 낮은 가격만을 기준으로 구매하도록 하는 것이다.<br>③ 환경 기준을 이유로 모든 경쟁 절차를 생략하도록 하는 것이다.<br>④ 중소기업 제품 구매를 전면 금지하는 것이다.	<b>정답</b>: ① 공공구매 과정에서 환경성, 자원절약, 온실가스 감축 등 지속가능성을 고려하도록 하는 것이다.<br><br>녹색조달은 가격뿐 아니라 환경성과 지속가능성을 고려하는 조달이다. 경쟁 절차 생략이나 중소기업 배제와는 무관하다.<br><br><b>근거</b>: 녹색조달은 공공부문의 구매력을 활용해 환경적 지속가능성을 높이고 친환경 제품·서비스의 수요를 촉진하는 전략적 조달 수단이다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#전략적-공공조달-녹색조달	subject_1 S1.M4.SB2.D1 positive source
공공조달의 환경적 지속가능성 개요에서 조심할 선택지는?<br><br>녹색조달의 취지로 옳은 것은?	① 공공구매 과정에서 환경성, 자원절약, 온실가스 감축 등 지속가능성을 고려하도록 하는 것이다. — 환경성과 지속가능성을 고려한다는 취지를 정확히 설명한다.<br>② 항상 가장 낮은 가격만을 기준으로 구매하도록 하는 것이다. — 최저가격만 보는 방식은 녹색조달 취지와 맞지 않는다.<br>③ 환경 기준을 이유로 모든 경쟁 절차를 생략하도록 하는 것이다. — 환경 기준이 있다고 경쟁 절차가 항상 생략되는 것은 아니다.<br>④ 중소기업 제품 구매를 전면 금지하는 것이다. — 녹색조달은 중소기업 제품 구매 금지를 의미하지 않는다.<br><br><b>난이도</b>: 기초	subject_1 S1.M4.SB2.D1 positive trap
[핵심개념] 수요정보 평가와 요구사항 분석	<b>출제 포인트</b>: 공공조달계획 수립에서는 수요정보를 평가하고 요구사항을 분석하여 조달 대상, 성능, 수량, 일정, 예산 등 계획 요소를 명확히 해야 한다.<br><br><b>문제 연결</b>: 요구사항 분석은 조달 목적과 조건을 구체화하는 초기 계획 활동이다. 사후 임의 변경이나 가격협상만을 의미하지 않는다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#공공조달계획-수요정보-요구사항-분석	subject_2 S2.M1.SB1.D2 positive concept
[기본형] 수요정보 평가와 요구사항 분석에 대한 설명으로 옳은 것은?<br><br>① 수요기관의 목적, 물량, 성능, 일정, 예산 제약을 검토해 조달 요구사항을 구체화하는 과정이다.<br>② 공급업체가 낙찰된 뒤 임의로 요구사항을 새로 만드는 과정이다.<br>③ 입찰공고 이후에는 수요정보 검토가 전혀 필요 없는 절차이다.<br>④ 가격협상만을 의미하며 성능이나 일정은 고려하지 않는다.	<b>정답</b>: ① 수요기관의 목적, 물량, 성능, 일정, 예산 제약을 검토해 조달 요구사항을 구체화하는 과정이다.<br><br>요구사항 분석은 조달 목적과 조건을 구체화하는 초기 계획 활동이다. 사후 임의 변경이나 가격협상만을 의미하지 않는다.<br><br><b>근거</b>: 공공조달계획 수립에서는 수요정보를 평가하고 요구사항을 분석하여 조달 대상, 성능, 수량, 일정, 예산 등 계획 요소를 명확히 해야 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#공공조달계획-수요정보-요구사항-분석	subject_2 S2.M1.SB1.D2 positive source
수요정보 평가와 요구사항 분석에서 조심할 선택지는?<br><br>수요정보 평가와 요구사항 분석에 대한 설명으로 옳은 것은?	① 수요기관의 목적, 물량, 성능, 일정, 예산 제약을 검토해 조달 요구사항을 구체화하는 과정이다. — 목적·물량·성능·일정·예산 검토를 모두 포함해 정답이다.<br>② 공급업체가 낙찰된 뒤 임의로 요구사항을 새로 만드는 과정이다. — 낙찰 후 공급업체가 임의로 요구사항을 만드는 절차가 아니다.<br>③ 입찰공고 이후에는 수요정보 검토가 전혀 필요 없는 절차이다. — 입찰공고 이후에도 질의·정정 등 검토가 필요할 수 있다.<br>④ 가격협상만을 의미하며 성능이나 일정은 고려하지 않는다. — 가격뿐 아니라 성능과 일정도 핵심 요소다.<br><br><b>난이도</b>: 기초	subject_2 S2.M1.SB1.D2 positive trap
[핵심개념] 공급정보 적정성 분석	<b>출제 포인트</b>: 공급정보 적정성 분석은 수요 요구사항이 시장에서 충족 가능한지, 공급자와 공급역량이 충분한지 검토하는 계획 수립 활동이다.<br><br><b>문제 연결</b>: 공급시장 정보 확인은 조달 가능성과 규격·예산 적정성을 판단하는 데 필요하다. 확인이 전혀 필요 없다는 설명은 틀리다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#공급정보-적정성-분석	subject_2 S2.M1.SB2.D2 negative concept
